# Generated by `bun run inventory:ids --tsv` (POD-360). One row per site, each with its
# PER-SITE OWNER. Consequence classes (object-literal-field, comparison) are reproducible
# from the script and not snapshotted — the flip enumerates them via type errors.
# Control characters are ESCAPED, so this file never goes binary.
file	line	kind	owner	name	ownerReason	text
apps/server/src/modules/machines/rpc.ts	727	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/machines/rpc.ts	729	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string
apps/server/src/modules/machines/rpc.ts	780	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/machines/rpc.ts	781	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string;
apps/server/src/modules/machines/service.ts	155	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId: string;
apps/server/src/modules/maintenance/service.ts	49	ts-property	A-schema-flip	liveSessionIds	type member; gains the brand with its schema	liveSessionIds?: () => Set<string>
apps/server/src/modules/maintenance/service.ts	54	ts-property	A-schema-flip	localMachineId	type member; gains the brand with its schema	localMachineId?: string
apps/server/src/modules/messages/gate-agent.test.ts	53	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 'sParent'
apps/server/src/modules/messages/gate-agent.test.ts	77	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/gate-agent.test.ts	120	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/messages/gate-agent.test.ts	146	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/gate-agent.test.ts	146	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId: string
apps/server/src/modules/messages/gate-agent.test.ts	582	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 'sStranger'
apps/server/src/modules/messages/gate-agent.test.ts	779	ts-property	A-schema-flip	questionId	type member; gains the brand with its schema	questionId: string
apps/server/src/modules/messages/gate-agent.test.ts	805	ts-property	A-schema-flip	questionId	type member; gains the brand with its schema	questionId: string
apps/server/src/modules/messages/gate-agent.test.ts	961	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 'sRecipient'
apps/server/src/modules/messages/gate.ts	28	zod-field	A-schema-flip	id	zod declaration; becomes a branded schema	id: z.string()
apps/server/src/modules/messages/gate.ts	29	zod-field	A-schema-flip	id	zod declaration; becomes a branded schema	id: z.string()
apps/server/src/modules/messages/gate.ts	33	zod-field	A-schema-flip	issueId	zod declaration; becomes a branded schema	issueId: z.string().optional()
apps/server/src/modules/messages/gate.ts	34	zod-field	A-schema-flip	sessionId	zod declaration; becomes a branded schema	sessionId: z.string().optional()
apps/server/src/modules/messages/gate.ts	38	zod-field	A-schema-flip	id	zod declaration; becomes a branded schema	id: z.string()
apps/server/src/modules/messages/gate.ts	46	zod-field	A-schema-flip	id	zod declaration; becomes a branded schema	id: z.string()
apps/server/src/modules/messages/gate.ts	69	zod-field	A-schema-flip	workflowRunId	zod declaration; becomes a branded schema	workflowRunId: z.string().max(256).optional()
apps/server/src/modules/messages/gate.ts	70	zod-field	A-schema-flip	workflowStepId	zod declaration; becomes a branded schema	workflowStepId: z.string().max(256).optional()
apps/server/src/modules/messages/gate.ts	71	zod-field	A-schema-flip	executionProfileId	zod declaration; becomes a branded schema	executionProfileId: z.string().max(256).optional()
apps/server/src/modules/messages/gate.ts	76	zod-field	A-schema-flip	sessionId	zod declaration; becomes a branded schema	sessionId: z.string()
apps/server/src/modules/messages/gate.ts	84	zod-field	A-schema-flip	sessionId	zod declaration; becomes a branded schema	sessionId: z.string()
apps/server/src/modules/messages/gate.ts	102	ts-property	A-schema-flip	accountId	type member; gains the brand with its schema	accountId?: string
apps/server/src/modules/messages/gate.ts	104	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string
apps/server/src/modules/messages/gate.ts	106	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string
apps/server/src/modules/messages/gate.ts	109	ts-property	A-schema-flip	workflowRunId	type member; gains the brand with its schema	workflowRunId?: string
apps/server/src/modules/messages/gate.ts	110	ts-property	A-schema-flip	workflowStepId	type member; gains the brand with its schema	workflowStepId?: string
apps/server/src/modules/messages/gate.ts	111	ts-property	A-schema-flip	executionProfileId	type member; gains the brand with its schema	executionProfileId?: string
apps/server/src/modules/messages/gate.ts	113	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/messages/gate.ts	114	ts-property	A-schema-flip	agentId	type member; gains the brand with its schema	agentId?: string
apps/server/src/modules/messages/gate.ts	119	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string
apps/server/src/modules/messages/gate.ts	120	ts-property	A-schema-flip	accountId	type member; gains the brand with its schema	accountId?: string | null
apps/server/src/modules/messages/gate.ts	124	ts-property	A-schema-flip	profileId	type member; gains the brand with its schema	profileId: string;
apps/server/src/modules/messages/gate.ts	124	ts-property	A-schema-flip	runId	type member; gains the brand with its schema	runId?: string;
apps/server/src/modules/messages/gate.ts	124	ts-property	A-schema-flip	stepId	type member; gains the brand with its schema	stepId?: string
apps/server/src/modules/messages/gate.ts	125	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/messages/gate.ts	126	ts-property	A-schema-flip	accountId	type member; gains the brand with its schema	accountId: string
apps/server/src/modules/messages/gate.ts	127	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId: string | null
apps/server/src/modules/messages/gate.ts	137	ts-property	A-schema-flip	parentId	type member; gains the brand with its schema	parentId?: string
apps/server/src/modules/messages/gate.ts	139	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/messages/gate.ts	157	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/messages/gate.ts	158	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/server/src/modules/messages/gate.ts	405	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/messages/gate.ts	576	comparison	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	caller.capability.actorSessionId !== undefined
apps/server/src/modules/messages/gate.ts	793	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/messages/gate.ts	793	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/messages/gate.ts	819	comparison	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	caller.capability.actorSessionId !== undefined
apps/server/src/modules/messages/gate.ts	830	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string
apps/server/src/modules/messages/gate.ts	832	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string
apps/server/src/modules/messages/gate.ts	841	comparison	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	m.deliveredTo === capability.actorSessionId
apps/server/src/modules/messages/gate.ts	851	comparison	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	m.fromSession === capability.actorSessionId
apps/server/src/modules/messages/service.test.ts	64	object-literal-field	E-attribution	coordinatorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	coordinatorSessionId: coord
apps/server/src/modules/messages/service.test.ts	74	object-literal-field	E-attribution	coordinatorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	coordinatorSessionId: coord
apps/server/src/modules/messages/service.test.ts	152	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.test.ts	157	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.test.ts	165	ts-property	A-schema-flip	archivedIds	type member; gains the brand with its schema	archivedIds?: Set<string>
apps/server/src/modules/messages/service.test.ts	190	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.test.ts	191	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.test.ts	192	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.test.ts	193	ts-property	A-schema-flip	messageId	type member; gains the brand with its schema	messageId: string;
apps/server/src/modules/messages/service.test.ts	333	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 's9'
apps/server/src/modules/messages/service.test.ts	341	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 's7'
apps/server/src/modules/messages/service.test.ts	348	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 's7'
apps/server/src/modules/messages/service.test.ts	1695	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/messages/service.test.ts	2326	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: 'sX'
apps/server/src/modules/messages/service.test.ts	3126	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string | null
apps/server/src/modules/messages/service.ts	126	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string;
apps/server/src/modules/messages/service.ts	126	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId?: string
apps/server/src/modules/messages/service.ts	129	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string
apps/server/src/modules/messages/service.ts	134	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId?: string
apps/server/src/modules/messages/service.ts	173	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId: string | null;
apps/server/src/modules/messages/service.ts	175	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId?: string
apps/server/src/modules/messages/service.ts	187	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.ts	192	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.ts	198	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/service.ts	217	ts-property	A-schema-flip	messageId	type member; gains the brand with its schema	messageId: string;
apps/server/src/modules/messages/service.ts	282	ts-property	A-schema-flip	rootId	type member; gains the brand with its schema	rootId?: string
apps/server/src/modules/messages/service.ts	283	ts-property	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId?: string
apps/server/src/modules/messages/service.ts	302	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/messages/service.ts	337	composite-key	B-helper-adoption	kind+id	ad-hoc composite key; adopts a typed key helper	`${target.kind}:${target.id}`
apps/server/src/modules/messages/service.ts	764	composite-key	B-helper-adoption	<expressions>	ad-hoc composite key; adopts a typed key helper	`${this.senderKey(from)}|${issueKey ?? toId ?? ''}`
apps/server/src/modules/messages/service.ts	1146	composite-key	B-helper-adoption	<expressions>	ad-hoc composite key; adopts a typed key helper	`${this.senderKeyOfRow(message)}|${issueId ?? ''}`
apps/server/src/modules/messages/service.ts	1434	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string
apps/server/src/modules/messages/service.ts	1522	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/messages/service.ts	1524	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/messages/service.ts	1552	ts-property	A-schema-flip	workflowStepId	type member; gains the brand with its schema	workflowStepId?: string
apps/server/src/modules/messages/service.ts	1604	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string;
apps/server/src/modules/messages/service.ts	1604	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId?: string;
apps/server/src/modules/messages/service.ts	1723	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string | null
apps/server/src/modules/messages/service.ts	1742	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: string | null
apps/server/src/modules/messages/service.ts	1997	composite-key	B-helper-adoption	<expressions>	ad-hoc composite key; adopts a typed key helper	`${this.senderKeyOfRow(message)}|${issueKey ?? message.toId ?? ''}`
apps/server/src/modules/messages/spawn.test.ts	130	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/spawn.test.ts	131	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messages/spawn.ts	27	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string
apps/server/src/modules/messages/spawn.ts	29	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string
apps/server/src/modules/messages/spawn.ts	30	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/messaging/service.test.ts	95	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/messaging/service.test.ts	96	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string;
apps/server/src/modules/messaging/service.test.ts	97	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string;
apps/server/src/modules/messaging/service.test.ts	200	ts-property	A-schema-flip	sessionIssueId	type member; gains the brand with its schema	sessionIssueId?: MessagingDeps['sessionIssueId']
apps/server/src/modules/messaging/service.test.ts	208	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string;
apps/server/src/modules/messaging/service.test.ts	209	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string;
apps/server/src/modules/messaging/service.test.ts	244	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/messaging/service.test.ts	533	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId?: string;
apps/server/src/modules/messaging/service.test.ts	533	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string;
apps/server/src/modules/messaging/service.test.ts	534	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/messaging/service.test.ts	534	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId: string;
apps/server/src/modules/messaging/service.test.ts	1073	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string;
apps/server/src/modules/messaging/service.test.ts	1103	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/messaging/service.ts	37	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/server/src/modules/messaging/service.ts	39	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string;
apps/server/src/modules/messaging/service.ts	39	ts-property	A-schema-flip	podiumSessionId	type member; gains the brand with its schema	podiumSessionId: string
apps/server/src/modules/messaging/service.ts	40	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/server/src/modules/messaging/service.ts	41	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/server/src/modules/messaging/service.ts	42	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/messaging/service.ts	42	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string;
apps/server/src/modules/messaging/service.ts	43	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string;
apps/server/src/modules/messaging/service.ts	57	ts-property	A-schema-flip	podiumSessionId	type member; gains the brand with its schema	podiumSessionId?: string | null
apps/server/src/modules/messaging/service.ts	58	ts-property	A-schema-flip	originSessionId	type member; gains the brand with its schema	originSessionId?: string | null
apps/server/src/modules/messaging/service.ts	61	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/messaging/service.ts	76	ts-property	A-schema-flip	sessionIssueId	type member; gains the brand with its schema	sessionIssueId?: (sessionId: string) => string | null
apps/server/src/modules/messaging/service.ts	84	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string
apps/server/src/modules/messaging/service.ts	90	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string
apps/server/src/modules/messaging/service.ts	114	composite-key	B-helper-adoption	chatId	ad-hoc composite key; adopts a typed key helper	`${ref.chatId}\0${ref.threadRef ?? ''}`
apps/server/src/modules/messaging/service.ts	210	composite-key	B-helper-adoption	botToken+chatId	ad-hoc composite key; adopts a typed key helper	`${botToken}\n${chatId}`
apps/server/src/modules/messaging/service.ts	219	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string
apps/server/src/modules/messaging/service.ts	250	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId?: string
apps/server/src/modules/messaging/service.ts	254	composite-key	B-helper-adoption	botToken+chatId	ad-hoc composite key; adopts a typed key helper	`${botToken}\n${chatId}`
apps/server/src/modules/messaging/service.ts	543	ts-property	A-schema-flip	threadId	type member; gains the brand with its schema	threadId: string;
apps/server/src/modules/messaging/service.ts	623	ts-property	A-schema-flip	superagentThreadId	type member; gains the brand with its schema	superagentThreadId: string
apps/server/src/modules/messaging/telegram.ts	22	ts-property	A-schema-flip	updateId	type member; gains the brand with its schema	updateId: number
apps/server/src/modules/messaging/telegram.ts	23	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string
apps/server/src/modules/messaging/telegram.ts	33	ts-property	A-schema-flip	updateId	type member; gains the brand with its schema	updateId: number
apps/server/src/modules/messaging/telegram.ts	34	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string
apps/server/src/modules/messaging/telegram.ts	36	ts-property	A-schema-flip	callbackQueryId	type member; gains the brand with its schema	callbackQueryId: string
apps/server/src/modules/messaging/telegram.ts	44	ts-property	A-schema-flip	lastUpdateId	type member; gains the brand with its schema	lastUpdateId?: number
apps/server/src/modules/messaging/telegram.ts	52	ts-property	A-schema-flip	update_id	type member; gains the brand with its schema	update_id?: unknown;
apps/server/src/modules/messaging/telegram.ts	57	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: unknown
apps/server/src/modules/messaging/telegram.ts	61	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: unknown
apps/server/src/modules/messaging/telegram.ts	62	ts-property	A-schema-flip	message_thread_id	type member; gains the brand with its schema	message_thread_id?: unknown
apps/server/src/modules/messaging/telegram.ts	91	ts-property	A-schema-flip	message_thread_id	type member; gains the brand with its schema	message_thread_id?: unknown
apps/server/src/modules/messaging/telegram.ts	92	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id?: unknown
apps/server/src/modules/messaging/telegram.ts	303	ts-property	A-schema-flip	message_thread_id	type member; gains the brand with its schema	message_thread_id?: unknown
apps/server/src/modules/messaging/topic-recap.ts	23	ts-property	A-schema-flip	podiumSessionId	type member; gains the brand with its schema	podiumSessionId?: string | null
apps/server/src/modules/messaging/topic-recap.ts	24	ts-property	A-schema-flip	originSessionId	type member; gains the brand with its schema	originSessionId?: string | null
apps/server/src/modules/messaging/types.ts	14	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId?: string
apps/server/src/modules/messaging/types.ts	22	ts-property	A-schema-flip	chatId	type member; gains the brand with its schema	chatId: string
apps/server/src/modules/messaging/types.ts	43	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/notify/service.ts	44	composite-key	B-helper-adoption	<expressions>	ad-hoc composite key; adopts a typed key helper	`${telegram.botToken.trim()}\n${telegram.chatId.trim()}`
apps/server/src/modules/notify/service.ts	50	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/draft-doc.ts	24	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/handoff-transfer.ts	45	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/handoff-transfer.ts	46	ts-property	A-schema-flip	sourceMachineId	type member; gains the brand with its schema	sourceMachineId: string
apps/server/src/modules/sessions/handoff-transfer.ts	47	ts-property	A-schema-flip	targetMachineId	type member; gains the brand with its schema	targetMachineId: string
apps/server/src/modules/sessions/instructions.ts	4	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/instructions.ts	7	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string
apps/server/src/modules/sessions/instructions.ts	8	ts-property	A-schema-flip	workflowRevisionId	type member; gains the brand with its schema	workflowRevisionId?: string
apps/server/src/modules/sessions/publish-worker-actor.ts	25	ts-property	A-schema-flip	allowedSessionIds	type member; gains the brand with its schema	allowedSessionIds: readonly string[]
apps/server/src/modules/sessions/publish-worker-client.ts	30	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/sessions/publish-worker-integration.test.ts	598	ts-property	A-schema-flip	allowedSessionIds	type member; gains the brand with its schema	allowedSessionIds: string[]
apps/server/src/modules/sessions/publish-worker-protocol.ts	11	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/sessions/publish-worker-protocol.ts	15	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string
apps/server/src/modules/sessions/publish-worker-protocol.ts	21	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/sessions/publish-worker-protocol.ts	22	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: null;
apps/server/src/modules/sessions/read-toolkit.test.ts	67	composite-key	B-helper-adoption	reader+sessionId	ad-hoc composite key; adopts a typed key helper	`${reader}|${sessionId}`
apps/server/src/modules/sessions/read-toolkit.test.ts	69	composite-key	B-helper-adoption	reader+sessionId	ad-hoc composite key; adopts a typed key helper	`${reader}|${sessionId}`
apps/server/src/modules/sessions/read-toolkit.ts	31	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/read-toolkit.ts	52	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/read-toolkit.ts	67	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/read-toolkit.ts	94	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/read-toolkit.ts	178	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/read-toolkit.ts	233	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/service.ts	173	ts-property	A-schema-flip	id	type member; gains the brand with its schema	id: string;
apps/server/src/modules/sessions/service.ts	189	ts-property	A-schema-flip	sessionIds	type member; gains the brand with its schema	sessionIds: string[]
apps/server/src/modules/sessions/service.ts	197	ts-property	A-schema-flip	sessionIds	type member; gains the brand with its schema	sessionIds: string[]
apps/server/src/modules/sessions/service.ts	246	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	249	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string
apps/server/src/modules/sessions/service.ts	250	ts-property	A-schema-flip	workflowRevisionId	type member; gains the brand with its schema	workflowRevisionId?: string
apps/server/src/modules/sessions/service.ts	264	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	265	ts-property	A-schema-flip	agentId	type member; gains the brand with its schema	agentId: string
apps/server/src/modules/sessions/service.ts	270	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId: string
apps/server/src/modules/sessions/service.ts	271	ts-property	A-schema-flip	accountId	type member; gains the brand with its schema	accountId: string | null
apps/server/src/modules/sessions/service.ts	1296	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/service.ts	1328	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	1387	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string
apps/server/src/modules/sessions/service.ts	1393	ts-property	A-schema-flip	accountId	type member; gains the brand with its schema	accountId?: string
apps/server/src/modules/sessions/service.ts	1404	ts-property	A-schema-flip	workflowRunId	type member; gains the brand with its schema	workflowRunId?: string
apps/server/src/modules/sessions/service.ts	1405	ts-property	A-schema-flip	workflowStepId	type member; gains the brand with its schema	workflowStepId?: string
apps/server/src/modules/sessions/service.ts	1406	ts-property	A-schema-flip	executionProfileId	type member; gains the brand with its schema	executionProfileId?: string
apps/server/src/modules/sessions/service.ts	1410	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId?: string
apps/server/src/modules/sessions/service.ts	1414	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId?: string
apps/server/src/modules/sessions/service.ts	1416	ts-property	A-schema-flip	workflowRevisionId	type member; gains the brand with its schema	workflowRevisionId?: string
apps/server/src/modules/sessions/service.ts	1519	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: sessionId
apps/server/src/modules/sessions/service.ts	1520	object-literal-field	E-attribution	actorSessionId	names who acted; gains an on-behalf-of UserId in POD-1075	actorSessionId: sessionId
apps/server/src/modules/sessions/service.ts	1527	ts-property	A-schema-flip	conversationId	type member; gains the brand with its schema	conversationId: string
apps/server/src/modules/sessions/service.ts	1529	ts-property	A-schema-flip	machineId	type member; gains the brand with its schema	machineId?: string
apps/server/src/modules/sessions/service.ts	1534	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	1612	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	1642	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	1671	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	1712	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	1836	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	1867	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/service.ts	2127	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	2130	ts-property	A-schema-flip	mutationId	type member; gains the brand with its schema	mutationId?: string
apps/server/src/modules/sessions/service.ts	2335	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/service.ts	2355	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/service.ts	2379	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/service.ts	2428	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
apps/server/src/modules/sessions/service.ts	2429	ts-property	A-schema-flip	issueId	type member; gains the brand with its schema	issueId: string | null
apps/server/src/modules/sessions/service.ts	2497	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string;
apps/server/src/modules/sessions/service.ts	2514	ts-property	A-schema-flip	sessionId	type member; gains the brand with its schema	sessionId: string
